Position,Classification
วิเคราะห์ วางโครงการ อำนวยการหรือควบคุมการสร้าง การผลิต การคำนวณออกแบบ และติดตั้งเครื่องมือ เครื่องจักรและอุปกรณ์ต่างๆ ที่ใช้ในโรงงานสิ่งทอทั่วไปรวมถึงการใช้ การซ่อมบำรุงรักษาเครื่องจักร เครื่องมือและอุปกรณ์เหล่านั้นให้อยู่ในสภาพใช้งานได้อย่างมีประสิทธิภาพ และปลอดภัย : ศึกษาและแนะนำลักษณะทางเทคโนโลยีของกระบวนการ และปริมาณของวัสดุที่ใช้ในการก่อสร้าง และในการผลิตผลิตภัณฑ์ของโรงงานสิ่งทอทั่วไป รวมถึงควบคุณคุณภาพ ควบคุมสิ่งแวดล้อม ศึกษา วิจัยและพัฒนา และแนะนำลักษณะทางเทคโนโลยีของกระบวนการผลิตในเชิงอุตสาหกรรมเฉพาะสิ่งทอ หนัง เสื้อผ้า เครื่องนุ่งห่ม พลาสติก และวัสดุต่างๆ ในการผลิตเครื่องนุ่งห่มและเสื้อผ้าสำเร็จรูป ปฏิบัติงานหลักมูลฐานเช่นเดียวกันกับวิศวกรอุตสาหกรรมการผลิต แต่มีความเชี่ยวชาญเฉพาะอุตสาหกรรมสิ่งทอ,2149
วิจัย ค้นคว้าทางเทคโนโลยีเสื้อผ้าสำเร็จรูป การตกแต่งสิ่งทอ เทคนิคการย้อมเสื้อผ้าสำเร็จรูป วิธีทดสอบและควบคุมคุณภาพในกรรมวิธีการผลิตเสื้อผ้าสำเร็จรูป รวมทั้งการบำรุงรักษาดูแลความปลอดภัยและสิ่งแวดล้อมในโรงงาน : ปฏิบัติงานหลักมูลฐานเช่นเดียวกันกับวิศวกรสิ่งทอ แต่มีความเชี่ยวชาญเฉพาะการผลิตและออกแบบเสื้อผ้าสำเร็จรูป,2149
วิเคราะห์และชี้เหตุของการเกิดอุบัติภัย ออกแบบระบบและวิธีควบคุมความปลอดภัยต่อบุคคลและทรัพย์สินทั้งโดยทั่วไป และในองค์กร สร้าง ทดสอบ และตรวจสมรรถภาพระบบ เครื่องและอุปกรณ์ความปลอดภัยทั่วไป รวมถึงงานให้คำแนะนำ และปรึกษางานข้างต้น :ปฏิบัติงานเพื่อให้เกิดความปลอดภัย ควบคุมและลดความสูญเสียทรัพย์สินและผู้ปฏิบัติงาน ค้นหาและตรวจสอบ วิเคราะห์ความเสี่ยงที่จะเกิดอุบัติเหตุ ประเมินค่าความสูญเสียที่อาจจะเกิดขึ้นตามความเสี่ยงพร้อมเสนอแนะมาตรการป้องกัน ออกแบบ ติดตั้ง ตรวจสอบระบบป้องกันอัคคีภัย ตรวจแบบก่อสร้าง การก่อสร้างอาคาร เครื่องมือและกรรมวิธีการผลิตให้เป็นไปตามมาตรฐานความปลอดภัย จัดทำกฎ ระเบียบ มาตรฐานในการปฏิบัติงาน ให้ความรู้เพื่อให้การปฏิบัติงานเป็นไปตามกฎระเบียบและมาตรฐาน,2149
ปฏิบัติงานด้านการวิจัยและพัฒนาวิธีการเพื่อป้องกันอันตรายที่เกิดจากการใช้ผลิตภัณฑ์ : ค้นหาสาเหตุ และวิเคราะห์อุบัติเหตุหรืออันตรายที่เกิดจากการใช้ผลิตภัณฑ์ ตรวจสอบผลิตภัณฑ์และประเมินผลความเสียหายหรืออันตรายที่เกิดขึ้น หาวิธีการป้องกันอันตรายหรือความเสียหายที่เกิดขึ้นพร้อมทั้งให้คำแนะนำแก่ผู้ใช้ผลิตภัณฑ์,2149
วิเคราะห์ วางโครงการ อำนวยการหรือควบคุมการสร้าง การผลิต การคำนวณ ออกแบบและติดตั้งเครื่องมือเครื่องจักรและอุปกรณ์ต่างๆ ที่ใช้ในกระบวนการป้องกันมลพิษ การควบคุม มลภาวะทุกสถานะของสิ่งแวดล้อม บำบัดนํ้าเสียชุมชน นํ้าเสียจากอาคาร หมู่บ้าน เมือง โรงงาน นิคมอุตสาหกรรม กระบวนการผลิตนํ้าประปา ระบบและวิธีการจัดการขยะ และของเสียอันตราย รวมทั้งการบำรุงรักษาซ่อมแซม และการให้ คำปรึกษางานข้างต้น,2149
ที่อื่นผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง วิศวกรอุตสาหการ สถาปนิกและผู้ประกอบวิชาชีพวิศวกรรมอื่น ๆ ที่เกี่ยวข้องซึ่งมิได้จัดประเภทไว้ในที่ใด เช่น ผู้เชี่ยวชาญเทคโนโลยีด้านซีเมนต์ หนัง การพิมพ์ สิ่งทอ ไม้ เป็นต้น,2149
ผู้ปฏิบัติงานอาชีพในหมวดย่อยนี้ ได้แก่ ผู้ที่ทำงานด้านวิจัย ปรับปรุง พัฒนาแนวคิด ทฤษฎีและวิธีการทำงานหรือการนำความรู้ทางวิทยาศาสตร์ในสาขาที่เกี่ยวข้องกับสัตววิทยา ชีววิทยา พฤกษศาสตร์ นิเวศน์วิทยา สรีระวิทยา ชีวเคมี จุลชีวเคมี เภสัชวิทยา การเกษตรและการแพทย์ ไปใช้ให้เกิดประโยชน์ เช่น การศึกษาชีวิตมนุษย์ สัตว์และพืช การศึกษาเกี่ยวกับอวัยวะ เนื้อเยื่อ เซลล์และเชื้อจุลินทรีย์ขององค์ประกอบทางสิ่งแวดล้อม ยาหรือสสารอื่น ๆ ศึกษาอาการเจ็บป่วยของมนุษย์ สัตว์หรือพืช ให้คำแนะนำและใช้มาตราการเพื่อป้องกันและรักษาพยาบาลหรือส่งเสริมงานด้านสุขภาพอนามัย,2200
ผู้ปฏิบัติงานอาชีพในหมู่นี้ ได้แก่ ผู้ที่ทำงานเกี่ยวกับการวิจัย ปรับปรุง พัฒนา ทฤษฏี และวิธีการปฏิบัติ การนำความรู้ทางด้านวิทยาศาสตร์ที่เกี่ยวกับชีววิทยา จุลชีววิทยา พฤกษศาสตร์ สัตวศาสตร์ นิเวศวิทยา กายวิภาค แบคทีเรียวิทยา ชีวเคมีวิทยา สรีรวิทยา จิตวิทยา พันธุศาสตร์ เกษตรวิทยา ปฐพีวิทยา พยาธิวิทยา หรือเภสัชวิทยา ไปใช้ประโยชน์ในงานสาขาต่าง ๆ เช่น งานการเกษตร เภสัชกรรม และวงการอุตสาหกรรมและการแพทย์9354,2210
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ทำหน้าที่วิจัย ปรับปรุงหรือพัฒนาแนวคิด ทฤษฎีและวิธีการปฏิบัติต่างๆ และนำองค์ความรู้ทางวิทยาศาสตร์ที่เกี่ยวข้องกับชีววิทยา จุลชีววิทยา แบคทีเรียวิทยา เชื้อราวิทยา ไวรัสวิทยา เซลล์วิทยา พันธุศาสตร์ สัตวศาสตร์ พฤกษศาสตร์ เทคโนโลยีชีวภาพ และนิเวศวิทยาไปใช้ประโยชน์ในทางการแพทย์และเกษตรกรรม ทำการทดลองทั้งในภาคสนามและห้องปฏิบัติการเกี่ยวกับสิ่งมีชีวิตทุกรูปแบบโดยจำแนกและจัดประเภทของตัวอย่างมนุษย์ สัตว์ แมลง พืช หรือจุลินทรีย์ และศึกษาถึงต้นกำเนิด พัฒนาการ รูปแบบ โครงสร้าง พันธุกรรม และส่วนประกอบทางเคมีและกายภาพ และกระบวนการของชีวิตและการสืบพันธุ์ ศึกษาและทดลองเกี่ยวกับโครงสร้างการพัฒนาการและลักษณะเฉพาะของจุลินทรีย์ เช่น แบคทีเรีย หรือไวรัส ศึกษาปัจจัยที่เกี่ยวข้องกับต้นกำเนิด การพัฒนาการ และการถ่ายทอดลักษณะทางพันธุกรรมในมนุษย์ สัตว์ หรือพืช ศึกษาชีวิตของจุลินทรีย์ พืชและสัตว์ในทุกองค์ประกอบ และพัฒนานำความรู้นี้มาใช้ในสาขาเกษตรกรรม อาหารและอายุรกรรม ศึกษาและทดลองเกี่ยวกับโครงสร้างและหน้าที่ของเซลล์สิ่งมีชีวิต และอิทธิพลขององค์ประกอบทางกายภาพและเคมีที่มีต่อเซลล์ที่ปกติและไม่ปกติ รวมทั้งศึกษาความสัมพันธ์ระหว่างชีวิตจุลินทรีย์ ชีวิตพืช ชีวิตสัตว์และปัจจัยแวดล้อมที่เกี่ยวข้อง และให้คำแนะนำทักษะวิชาชีพแก่สาขาวิทยาการที่เกี่ยวข้อง ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่นๆ,2211
ศึกษาและปฏิบัติงานทางวิทยาศาสตร์ของสิ่งมีชีวิต หรือจากของจริงตามธรรมชาติ เกี่ยวกับการกำเนิด พัฒนาการ โครงสร้างสรีรวิทยา การกระจายกรรมพันธุ์ สิ่งแวดล้อม ความสัมพันธ์ ภายในระหว่างกัน การจัดประเภทและรูปการมูลฐานของชีวิตพืชและสัตว์ และนำสิ่งที่ค้นพบมาใช้ แก้ปัญหาด้านวิทยาศาสตร์การแพทย์ การเกษตร อาหารและปัญหาอื่นๆ ซึ่งมีผลกระทบต่อสิ่งมีชีวิต ; วางแผนการทดลอง ; ศึกษาที่อยู่อาศัยตามธรรมชาติของพืช และสัตว์ หรือเก็บรวบรวมตัวอย่างต่างๆ ; ให้ชื่อ จัดประเภท และเก็บรักษาตัวอย่างไม่ให้เสียหาย ; เตรียมตัวอย่างที่เก็บรวบรวมได้มา ให้ชื่อและศึกษาถึงพัฒนาการของโรคต่างๆ และศึกษาเพื่อใช้ในวัตถุประสงค์อื่นๆ ; ทำการวิเคราะห์เชิงสถิติใน ข้อมูลที่ได้จากการทดลองและทำรายงานผลการวิเคราะห์ อาจทำการทดลองเกี่ยวกับพืชและสัตว์ของตนเอง อาจนำผลที่ได้จากการทดลองมาใช้ให้เป็นประโยชน์ในเชิงเศรษฐกิจแก่ชีวิตมนุษย์,2211
ศึกษาและปฏิบัติงานทางวิทยาศาสตร์ที่เกี่ยวกับพืช หรือจากของจริงตามธรรมชาติ เกี่ยวกับการกำเนิด พัฒนาการ โครงสร้างสรีรวิทยา กายวิภาค และโมเลกุล การกระจายสิ่งแวดล้อม ความสัมพันธ์ภายในระหว่างกัน การจัดประเภท และรูปการมูลฐานอื่นๆ ของชีวิตพืชและนำสิ่งที่ค้นพบมาใช้แก้ปัญหาทางเกษตรกรรม พืชกรรม ป่าไม้ และปัญหาอื่นๆ : ปฏิบัติงานหลักมูลฐานเช่นเดียวกันกับนักชีววิทยาทั่วไป แต่เชี่ยวชาญในการศึกษาชีวิตพืช ศึกษาและจัดประเภทซากพืชหรือคต อาจเชี่ยวชาญในพฤกษศาสตร์เฉพาะสาขาเช่น พฤกษศาสตร์เศรษฐกิจ นิเวศวิทยาของพืช อนุกรมวิธานวิทยาของพืช วิชาที่ว่าด้วยสาหร่าย และวิชาที่ว่าด้วยเชื้อรา,2211
ศึกษาและปฏิบัติงานทางวิทยาศาสตร์ที่เกี่ยวกับสัตว์ หรือจากของจริงตามธรรมชาติเกี่ยวกับพันธุกรรม โครงสร้าง การดำรงชีวิต พฤติกรรม การเจริญเติบโตและพัฒนาการสิ่งแวดล้อม การจัดประเภท และรูปการมูลฐานอื่นๆ ของชีวิตสัตว์ และนำสิ่งที่ค้นพบมาใช้แก้ปัญหาต่างๆ ที่กระทบกระเทือนต่อสุขภาพอนามัย และสวัสดิภาพของชีวิตมนุษย์ สัตว์ และพืช : ปฏิบัติงานหลักมูลฐานเช่นเดียวกันกับนักชีววิทยาทั่วไป แต่เชี่ยวชาญในการศึกษาชีวิตสัตว์ อาจมีความเชี่ยวชาญในสัตววิทยาสาขาใดสาขาหนึ่ง เช่น วิทยาเอ็มบริโอ สัณฐานวิทยา เซลล์วิทยา วิชาว่าด้วยสัตว์ไม่มีกระดูกสันหลัง สัตววิทยาที่เกี่ยวกับปลา นก สัตว์เลี้ยงลูกด้วยนม และพาราสิตวิทยา,2211
ศึกษาและปฏิบัติงานเกี่ยวกับจุลินทรีย์ ได้แก่ เชื้อแบคทีเรีย เชื้อรา ไวรัส และโปรโตซัว ซึ่งเกี่ยวข้องกับสุขภาพอนามัยของมนุษย์ สัตว์ และพืช หรือเกี่ยวข้องกับกรรมวิธีทางอุตสาหกรรมในห้องปฏิบัติการทางวิทยาศาสตร์ : ใช้กล้องจุลทรรศน์ตรวจตัวอย่างของของเหลวหรือของแข็ง ทำการแยกเชื้อและตรวจพิสูจน์เชื้อตามสรีระ รูปพรรณสันฐาน ชีวเคมี โมเลกุล หรือคุณลักษณะอื่นๆ เพื่อพิจารณาว่าเป็นสิ่งที่มีอันตรายหรือมีประโยชน์และเพื่อให้ทราบถึงการแพร่เชื้อในสิ่งที่มีชีวิต ; นำเอาตัวอย่างใส่ลงในของเหลวหรือสารอื่นๆ เพื่อศึกษาความเจริญเติบโต พัฒนาการ และความต้องการอาหารของจุลินทรีย์ ควบคุมความชื้น อากาศ อุณหภูมิ ความเป็นกรด และสิ่งซึ่งเป็นอาหาร และคอยสังเกตสภาวะที่อำนวยให้เกิดความเจริญเติบโต การสืบพันธุ์ หรือสภาวะที่เป็นอันตราย ; สังเกตการทำงานของจุลินทรีย์ที่มีต่อเนื้อของพืช สัตว์ชั้นสูงหรือจุลินทรีย์อื่นๆ และต่ออินทรียสารซึ่งตายแล้ว ; ทำการวิเคราะห์ทางเคมีของสาร เช่น กรด แอลกอฮอล์ และเอนไซม์ ซึ่งเกิดจากการกระทำของจุลินทรีย์ต่ออินทรียสาร ; ทำบันทึกและรายงานสิ่งที่ค้นพบ อาจชำนาญในสาขาต่างๆ ของจุลชีววิทยา เช่น ผลิตภัณฑ์นม อาหาร หรือบักเตรีวิทยาด้านสาธารณสุขศาสตร์ หรือวิชาเกี่ยวกับไวรัส การป้องกันต้านทานโรค หรือวิชาเซรุ่ม,2211
ศึกษาค้นคว้าเกี่ยวกับสิ่งมีชีวิต และความสัมพันธ์ระหว่างสิ่งมีชีวิตกับสิ่งแวดล้อม : ศึกษาระบบนิเวศของสิ่งมีชีวิตภายในสิ่งแวดล้อมของสิ่งมีชีวิตเหล่านั้น รวมทั้งผลกระทบที่มีต่อสิ่งมีชีวิตโดยเกิดจากอิทธิพลด้านต่างๆ ขนาดประชากร มลภาวะ ปริมาณนํ้าฝน อุณหภูมิ แสงแดด ความสูง ดิน ชั้นหิน และเชื้อโรค ; ทำการวิจัยทางวิทยาศาสตร์เกี่ยวกับแหล่งกำเนิด วิวัฒนาการ ชนิด และการกระจายของสิ่งมีชีวิตทั้งในปัจจุบันและในอดีตซึ่งเกี่ยวข้องกับการเปลี่ยนแปลงและการแปรผันของปัจจัยแวดล้อม และทำวิจัยเพื่อปกป้องระบบนิเวศและแก้ปัญหาผลกระทบระหว่างสิ่งแวดล้อมกับสิ่งมีชีวิต ; อาจมีความเชี่ยวชาญในนิเวศวิทยาสาขาใดสาขาหนึ่งโดยเฉพาะ เช่น ป่าไม้ พืช สัตว์ สัตว์ป่า แมลง นํ้า และสิ่งแวดล้อม,2211
ประยุกต์ใช้ความรู้ทั้งหลักการและวิธีการปฏิบัติทางด้านวิทยาศาสตร์และวิศวกรรมศาสตร์เพื่อพัฒนาและปรับปรุงคุณภาพของพืช สัตว์ และผลิตภัณฑ์อาหาร : นำยีน (gene) หรือหน่วยพันธุกรรมของสิ่งมีชีวิตมาศึกษาการถ่ายทอดลักษณะพิเศษ และควบคุมกระบวนการแยกเซลล์หรือยีน ; ศึกษาทดสอบ และคัดเลือกเชื้อจุลินทรีย์ เช่น แบคทีเรีย เชื้อรา เชื้อยีสต์ หรือเอนไซม์ หรือแยกเฉพาะดีเอ็นเอ (DNA) จากเซลล์ที่มีคุณสมบัติเฉพาะตามต้องการออกมาเพื่อนำมาใช้ในการสร้างผลิตภัณฑ์ หรือพันธุ์พืชขึ้นใหม่ที่ได้ปรับปรุงให้มีคุณภาพดีกว่าเดิม การขยายพันธุ์พืช การปรับปรุงพันธุ์สัตว์ การเพาะเลี้ยงเนื้อเยื้อ การผลิตคิดค้นวัคซีนและตัวยาเพื่อป้องกันและรักษาโรคติดต่อหรือโรคร้ายแรงต่างๆ ตลอดจนการผลิตอาหารที่ให้คุณค่าทางโภชนาการสูง,2211
ประยุกต์ใช้หลักการและเทคนิคทางวิทยาศาสตร์ธรรมชาติ คณิตศาสตร์และวิศวกรรมศาสตร์ในการศึกษาค้นคว้า และวิจัยเกี่ยวกับการกำเนิด โครงสร้าง การเคลื่อนไหว ลักษณะทางกายภาพของทะเล พฤติกรรมของสิ่งมีชีวิตทุกรูปแบบในทะเลและความสัมพันธ์ซึ่งกันและกัน ตลอดจนผลกระทบจากปัจจัยด้านสิ่งแวดล้อม : ประมาณการความอุดมสมบูรณ์ของสิ่งมีชีวิตในทะเลและวิเคราะห์โครงสร้างและพลวัตรประชากร ; สังเกตโครงสร้างของกลุ่มสิ่งมีชีวิตในทะเลและพิจารณาถึงปัจจัยที่มีอิทธิพลต่อโครงสร้าง ; ประเมินผลและให้คำแนะนำเกี่ยวกับพันธุ์ของสิ่งมีชีวิตในทะเล รวมถึงสาเหตุ ผลกระทบ การป้องกันและการควบคุม ; ใช้ทักษะด้านตัวเลขและสถิติในการออกแบบห้องปฏิบัติการทางวิทยาศาสตร์และวิธีการทดลองภาคสนาม ; ออกแบบและประเมินผลกระทบด้านสิ่งแวดล้อมเพื่อนำมาพิจารณาว่าการเปลี่ยนแปลงนั้นเกิดจากปัจจัยทางธรรมชาติหรือมนุษย์ ; พัฒนาแผนงานโครงการระยะยาวเพื่อติดตามผลด้านมลภาวะสภาพแวดล้อม ; ให้ข้อมูลและคำแนะนำเพื่อการอนุรักษ์ทะเล และนโยบายด้านการประมงทะเล รวมทั้งการเพาะเลี้ยงสัตว์นํ้า ; อาจจะพัฒนาเทคโนโลยีใหม่ๆ ในการป้องกันมลภาวะทางทะเล และการป้องกันชายฝั่งจากการทำลายของคลื่นทะเลและกระแสนํ้าขึ้นนํ้าลง,2211
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง นักชีววิทยาและนักวิทยาศาสตร์ที่เกี่ยวข้องกัน ซึ่งมิได้จัดประเภทไว้ในที่อื่นอาชีพในหน่วยนี้ มีดังนี้,2211
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ทำหน้าที่วิจัย ปรับปรุงหรือพัฒนาแนวคิด ทฤษฎีและวิธีการปฏิบัติต่างๆ และนำองค์ความรู้ทางวิทยาศาสตร์ด้านกายวิภาคศาสตร์ ชีวเคมี ฟิสิกส์ชีวภาพ สรีรวิทยา พยาธิวิทยา หรือเภสัชวิทยามาใช้ประโยชน์ทางการแพทย์ เกษตรกรรม หรืออุตสาหกรรม : วิจัย ปรับปรุง หรือคิดค้นแนวคิด ทฤษฎี และวิธีการต่างๆ ในสาขานั้นๆ ศึกษาและทำการทดลองเกี่ยวกับรูปแบบ โครงสร้าง และลักษณะทางกายวิภาคของสิ่งมีชีวิต ส่วนประกอบทางเคมี และกระบวนการของชีวิตและหน้าที่ของอวัยวะ เนื้อเยื่อ เซลล์ ต่อม และระบบต่างๆ ของมนุษย์ สัตว์ และพืชทั้งที่ปกติและ ผิดปกติ หรือภายใต้สภาวะที่ไม่ธรรมดา ศึกษาและทำการทดลองเกี่ยวกับธรรมชาติ สาเหตุ และพัฒนาการของโรคและความผิดปกติของมนุษย์ สัตว์ หรือพืช ศึกษาและทดลองเกี่ยวกับผลของยาและสารต่างๆ ต่อเนื้อเยื่อ อวัยวะ และกระบวนการทางสรีระวิทยาของมนุษย์และสัตว์ พร้อมปรับปรุงประสิทธิภาพของยาที่มีอยู่ในปัจจุบันหรือยาที่กำลังพัฒนาขึ้นใหม่ รวมทั้งพัฒนาการนำองค์ความรู้ในแต่ละสาขาไปประยุกต์ใช้ในทางอุตสาหกรรม การแพทย์ และอื่นๆ และจัดเตรียมเอกสารและรายงานทางวิทยาศาสตร์ ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่นๆ,2212
ศึกษา วิจัยและพัฒนาวิธีการวัดระดับยาชนิดต่างๆ ในเลือดเพื่อนำไปใช้ในงานการตรวจวัดระดับยาในผู้ป่วย / อาสาสมัครวิจัย และการตรวจวัดระดับความคงตัวของเภสัชผลิตภัณฑ์ : ตรวจ วิเคราะห์ทางห้องปฏิบัติการ หาปริมาณสาร Catecholamine ในเลือดและปัสสาวะ เพื่อการวินิจฉัยและการรักษา เตรียมเครื่องมือ อุปกรณ์ วิธีการ ยาและอาสาสมัครที่ใช้ในการทดสอบ ดำเนินการทดสอบ รวบรวมข้อมูล คำนวณผลโดยวิธีการทางสถิติ และรายงานผลการทดสอบในงานวิจัยเกี่ยวกับฤทธิ์ทางเภสัชวิทยาของยาที่ใช้ในการรักษาผู้ป่วย,2212
ตรวจ วิเคราะห์ทางห้องปฏิบัติการ เพื่อการวินิจฉัยและรักษาโรค : ตรวจวัดโปรตีน ฮอร์โมน ตัวรับฮอร์โมน ตรวจสมรรถภาพของระบบประสาทอัตโนมัติที่ควบคุมการไหลเวียนของเลือดแก่ผู้ป่วย และบันทึกผลการตรวจให้แพทย์ผู้รักษาทราบ จัดเตรียมอุปกรณ์ เครื่องมือ เครื่องใช้ สารเคมี และสัตว์ทดลองที่จำเป็นต้องใช้ สำหรับการปฏิบัติการทดลอง ทำการทดลอง และวิเคราะห์ผลการทดลองพร้อมหาข้อบกพร่องเพื่อนำมาแก้ไขและปรับปรุงการปฏิบัติงานต่อไป,2212
ศึกษา วิเคราะห์ และวิจัยองค์ประกอบทางเคมีของสิ่งมีชีวิตเพื่อเพิ่มองค์ความรู้ด้านวิทยาศาสตร์ และพัฒนาเพื่อนำมาประยุกต์ใช้ประโยชน์ในทางการแพทย์ การเกษตร วิทยาศาสตร์สิ่งแวดล้อม และการผลิต : ศึกษาหลักการทางเคมีของกระบวนการมีชีวิต เช่น การพัฒนาเซลล์ การหายใจ การย่อย และการเปลี่ยนแปลงพลังงานการดำรงอยู่ ; สังเคราะห์ วิเคราะห์และวินิจฉัยฮอร์โมน วิตามิน สารก่อให้เกิดภูมิแพ้ อนินทรีย์สาร และเอนไซม์ เพื่อพิจารณาถึงผลกระทบที่มีต่อสมรรถนะการทำงานของร่างกาย ; ทดสอบลักษณะทางเคมีของการก่อรูปของตัวปฏิชีวนะ (antibody) ; ทำการวิจัยทางเคมีของเซลล์และเม็ดโลหิต และปฏิกิริยาทางเคมีขององค์ประกอบของสารต่างๆ เช่น ยา เซรุ่ม ฮอร์โมน และอาหาร ; วิเคราะห์คุณค่าทางโภชนาการของอาหารและผลที่มีต่อคุณค่าอันเกิดจากกระบวนการผลิต การปรุงแต่ง และการบรรจุกระป๋อง ; พัฒนาวิธีการแปรรูป การจัดเก็บ และการใช้ประโยชน์จากอาหาร ยารักษาโรค และสารประกอบทางเคมี ตลอดจนออกแบบและสร้างเครื่องมืออุปกรณ์ที่ใช้ในการทดสอบในห้องปฏิบัติการที่จำเป็นสำหรับโครงงานวิจัยต่างๆ และปฏิบัติงานในหน้าที่อื่น ๆ ที่เกี่ยวข้อง,2212
ศึกษา และวิจัยเกี่ยวกับหลักการทางฟิสิกส์ เช่น พลังงานไฟฟ้า และพลังงานกลและปรากฎการณ์ที่เกี่ยวข้องของเซลล์และสิ่งมีชีวิต : ศึกษาและทดสอบความเสียหายของเนื้อเยื้อและเซลล์อันเกิดจากอนุภาครังสีเอ็กซ์และนิวเคลียร์ ; ศึกษาและวิจัยการเปลี่ยนแปลงของสารประกอบในเซลล์โดยใช้อะตอมมิคไอโซโทป รวมทั้งศึกษารูปร่างการจัดเรียงตัวของโมเลกุลขนาดเล็ก เช่น โปรตีน โดยใช้รังสีเอ็กซ์หรือกล้องจุลทรรศน์อิเล็กตรอน ; วิเคราะห์การทำงานของอิเล็กทรอนิกส์และสมองของมนุษย์ เช่น การเรียนรู้ การนึกคิด และความทรงจำ และศึกษาสาเหตุที่มีผลต่อการเปลี่ยนแปลงด้านการมองเห็นและได้ยิน ; ทำการทดสอบเกี่ยวกับการส่งผ่านของแรงกระตุ้นไฟฟ้า (electrical impulse) ตามเส้นประสาทและกล้ามเนื้อ และปฏิบัติงานอื่นๆ ที่เกี่ยวข้อง,2212
ตรวจ วิเคราะห์ทางห้องปฏิบัติการเพื่อค้นหาโรคและความผิดปกติต่างๆ ของมนุษย์ โดยให้ทราบถึงลักษณะแก่นแท้ สมมติฐาน อาการแสดงและผลของโรคและความผิดปกตินั้นๆ พร้อมกำหนดวิธีการรักษา : เตรียมอุปกรณ์ เครื่องมือ เครื่องใช้ สารเคมี ชิ้นเนื้อ เลือด และสิ่งอื่นๆ ที่จำเป็น ต้องนำมาทดสอบ ทำการทดสอบ บันทึกและรายงานผลการทดสอบกับอายุรแพทย์ ศัลยแพทย์ หรือผู้ชำนัญพิเศษอื่นๆ เพื่อวินิจฉัยโรคหรือความผิดปกติอื่นๆ อาจทำการตรวจศพ,2212
ศึกษา ค้นคว้าวิจัยเกี่ยวกับโรคพืชและสาเหตุของโรคพืช ซึ่งได้แก่ จุลินทรีย์ชนิดต่างๆ เช่น เชื้อรา แบคทีเรีย ไวรัส ไวรอยด์ ไฟโตพลาสมา และไสเดือนฝอย และนำองค์ความรู้ด้าน วิทยาศาสตร์ชีวภาพ เกษตรกรรมเกี่ยวกับพืช รวมทั้งเทคโนโลยีทางการเกษตรไปประยุกต์ในการแก้ไขปัญหาด้านโรคพืช : ศึกษาวิจัยเกี่ยวกับทฤษฎีและหลักปฏิบัติต่างๆ ในการป้องกันกำจัดโรคพืช การ กักกันโรค การปฏิบัติทางการเพาะปลูก การหลีกเลี่ยงการเกิดและการระบาดของโรคและการใช้พันธุ์ต้านทานโรค ; ศึกษาลักษณะอาการของโรคพืชโดยการจำแนกเชื้อหรือชนิดของจุลินทรีย์ที่เป็นสาเหตุของโรคพืช การเจริญเติบโต การเข้าทำลาย และการแพร่ระบาดของโรค รวมทั้งหาความสัมพันธ์กับ สิ่งแวดล้อมและสิ่งมีชีวิตอื่นๆ เพื่อหาวิธีป้องกันกำจัดโรคพืชนั้นๆ ตลอดจนศึกษาวิจัยเพื่อพัฒนาเทคโนโลยีใหม่ๆ หรือใช้เทคโนโลยีชีวภาพในการควบคุมโรคพืช โดยใช้วิธีการที่ไม่ส่งผลกระทบต่อสภาพแวดล้อมและสุขภาพ และใช้เทคนิคทางด้านพันธุวิศวกรรมในการผลิตพันธุ์พืชที่มีความต้านทานต่อโรคหรือปลอดโรค,2212
ตรวจ ทดสอบ วิเคราะห์ วิจัยสิ่งส่งตรวจที่ได้มาจากร่างกายมนุษย์ โดยใช้วิธีการทางวิทยาศาสตร์และเทคโนโลยีทางห้องปฏิบัติการที่ครอบคลุมด้านเคมีคลินิก จุลทรรศนศาสตร์คลินิก จุลชีววิทยาคลินิก โลหิตวิทยา คลังเลือด ภูมิคุ้มกันวิทยาคลินิก พิษวิทยาคลินิก ฯลฯ เพื่อนำผลมาใช้ในการวินิจฉัย ค้นหาสาเหตุ วิเคราะห์ความรุนแรงและติดตามการรักษาโรค การประเมินสภาวะสุขภาพ การป้องกันโรค การส่งเสริมสุขภาพรวมถึงการควบคุมคุณภาพ การกำหนดคุณลักษณะ และการ ควบคุมการใช้เครื่องมือรวมทั้งนํ้ายาต่าง ๆ ทางห้องปฏิบัติการทางเทคนิคการแพทย์ การให้คำปรึกษาแนะนำและฝึกอบรมเกี่ยวกับวิทยาการทางเทคนิคการแพทย์ และปฏิบัติหน้าที่อื่น ๆ ที่เกี่ยวข้อง,2212
