Classification,Position
2421,นักกฎหมายกฤษฎีกา
2421,นิติกร
2421,ทนายความ
2421,ทนาย
2421,พนักงานอัยการ
2421,นักกฎหมายอื่นๆ
2422,อนุญาโตตุลาการ
2422,ผู้พิพากษา
2422,ตุลาการศาลรัฐธรรมนูญ
2422,ตุลาการศาลปกครอง
2422,อนุญาโตตุลาการ
2429,ผู้ประกอบวิชาชีพด้านกฎหมายที่มิได้จัดประเภทไว้ในที่อื่น
2429,"ที่ปรึกษากฎหมาย , เจ้าหน้าที่ฝ่ายกฎหมาย"
2429,เจ้าหน้าที่ชันสูตรศพ
2429,ผู้ประกอบวิชาชีพด้านกฎหมายที่มิได้จัดประเภทไว้ในที่อื่น
2430,บรรณารักษ์ ผู้เก็บรักษาเอกสารสำคัญ และวิชาชีพด้านงานสนเทศที่เกี่ยวข้อง
2431,ผู้เก็บหรือดูแลเอกสารและผู้ดูแลพิพิธภัณฑ์
2431,ภัณฑารักษ์
2431,นักจดหมายเหตุ
2431,ภัณฑารักษ์อื่น ๆ
2432,บรรณารักษ์และผู้ประกอบวิชาชีพด้านงานสนเทศที่เกี่ยวข้อง
2432,บรรณารักษ์
2432,นักเอกสารสนเทศ
2432,บรรณารักษ์และผู้ประกอบวิชาชีพด้านงานสนเทศอื่น ๆ
2440,ผู้ประกอบวิชาชีพด้านสังคมศาสตร์และด้านอื่น ๆ ที่เกี่ยวข้อง
2441,นักเศรษฐศาสตร์
2441,นักเศรษฐศาสตร์ทั่วไป
2441,นักเศรษฐศาสตร์เฉพาะสาขา
2442,นักสังคมวิทยา นักมนุษยวิทยา และผู้ประกอบวิชาชีพอื่น ๆ ที่เกี่ยวข้อง
2442,นักสังคมวิทยา
2442,นักมานุษยวิทยา
2442,นักโบราณคดี
2442,นักภูมิศาสตร์
2443,นักปรัชญา นักประวัติศาสตร์และนักรัฐศาสตร์
2443,นักปรัชญา
2443,นักประวัติศาสตร์
2443,นักรัฐศาสตร์
2444,นักภาษาศาสตร์ นักแปลและล่าม
2444,ล่าม
2444,"นักนิรุกติศาสตร์ , นักภาษาศาสตร์"
2444,นักแปล
2444,"นักแปลบท (โทรทัศน์ , ภาพยนตร์)"
2444,ผู้แปลข่าว
2445,นักจิตวิทยา
2445,นักจิตวิทยาทั่วไป
2445,นักจิตวิทยาเฉพาะสาขา
2445,นักจิตวิทยาอื่น ๆ
2446,นักสังคมสงเคราะห์และผู้ประกอบวิชาชีพด้านสังคมสงเคราะห์
2446,นักสังคมสงเคราะห์
2446,นักสังคมสงเคราะห์ (เฉพาะราย)
2446,นักสังคมสงเคราะห์ (เฉพาะกลุ่ม)
2446,นักสังคมสงเคราะห์อื่น ๆ
2450,นักเขียนและศิลปินเชิงประดิษฐ์หรือผู้ทำงานศิลปะการแสดงสาขาอื่นๆ
2451,นักประพันธ์ นักหนังสือพิมพ์และนักเขียนอื่น ๆ
2451,นักประพันธ์
2451,นักเขียนด้านวิชาการ
2451,บรรณาธิการหนังสือพิมพ์
2451,บรรณาธิการบริหารหนังสือพิมพ์
2451,ผู้เรียบเรียงข่าวหนังสือพิมพ์
2451,ผู้สื่อข่าวหนังสือพิมพ์
2451,นักเขียน
2451,บรรณาธิการข่าววิทยุกระจายเสียง
2451,ผู้เรียบเรียงข่าววิทยุกระจายเสียง
2451,ผู้สื่อข่าววิทยุกระจายเสียง
2451,บรรณาธิการข่าวโทรทัศน์
2451,ผู้สื่อข่าวโทรทัศน์
2451,ผู้เขียนบทวิทยุกระจายเสียง
2451,ผู้เขียนบทภาพยนตร์
2451,ผู้เขียนบทรายการโทรทัศน์
2451,ผู้เขียนบทละครโทรทัศน์
2451,นักเขียนนวนิยาย
2451,นักเขียนบทโฆษณา
2451,นักวิจารณ์
2451,นักประพันธ์ นักหนังสือพิมพ์ และนักเขียนอื่นๆ
2452,ช่างแกะสลัก ช่างปั้น ช่างหล่อ จิตกรและผู้ทำงานศิลปะอื่น ๆ ที่เกี่ยวข้อง
2452,ประติมากร
2452,จิตรกร
2452,จิตรกรรม
2452,ช่างเขียนภาพการ์ตูน
2452,นักวาดการ์ตูน
2452,ช่างเขียนภาพโฆษณา
2452,ศิลปินภาพพิมพ์
2452,ช่างหัวโขน
2452,ช่างลายรดนํ้า
2452,ช่างไม้ประณีตศิลป์
2452,ช่างแกะสลัก
2452,ช่างปิดทอง
2452,ช่างประดับกระจก
2452,ช่างเขียน
2452,ช่างมุก
2452,ช่างโลหะประดิษฐ์
2452,ช่างปั้น ช่างหล่อหุ่นและลาย
2452,ช่างผู้ทำงานศิลปะที่เกี่ยวเนื่องกับประติมากรและจิตรกร
2453,นักประพันธ์เพลง
2453,นักแต่งเพลง
2453,นักประพันธ์เนื้อร้อง
2453,นักเรียบเรียงเสียงประสาน
2453,วาทยากร
2453,ผู้อำนวยเพลงวงดุริยางค์และวงหัสดนตรี
2453,ผู้ควบคุมวงดนตรี
2453,หัวหน้าวงหัสดนตรี
2453,หัวหน้าวงซิมโฟนี่ ออเคสตรา
2453,ผู้ปฏิบัติเครื่องดนตรี
2453,นักร้อง
2453,"นักประพันธ์เพลง , นักดนตรี และนักร้องเพลงอื่น ๆ"
2454,นักออกแบบท่าเต้นและนักเต้นรำ
2454,นักออกแบบท่าเต้น
2454,นาฏศิลป์
2454,นาฏศิลปินพื้นบ้าน
2454,นักเต้นรำประกอบเพลง
2454,หางเครื่อง
2454,แดนซ์เซอร์
2454,นักประดิษฐ์ท่าแสดงและผู้แสดงระบำอื่น ๆ
2455,นักแสดง ผู้กำกับภาพยนต์ ละคร และงานอื่น ๆ ที่เกี่ยวข้อง
2455,นักแสดง
2455,ละครวิทยุ
2455,นักเล่านิทาน
2455,ผู้แสดงแทนนักแสดง
2455,"ผู้คัดเลือกนักแสดง , เจ้าหน้าที่จัดหานักแสดง"
2455,ผู้กำกับการแสดงภาพยนตร์
2455,ผู้กำกับการแสดงละครโทรทัศน์
2455,ผู้กำกับการแสดง (ละครเวที)
2455,ผู้กำกับภาพ (ภาพยนตร์)
2455,ผู้กำกับภาพ (โทรทัศน์)
2455,ผู้กำกับเสียง (ภาพยนตร์)
2455,ผู้กำกับเสียง (โทรทัศน์)
2455,ผู้กำกับเทคนิค (โทรทัศน์)
2455,ผู้กำกับแสง (โทรทัศน์)
2455,ผู้ถ่ายภาพนิ่ง (ภาพยนตร์)
2455,ผู้ควบคุมการผลิตรายการโทรทัศน์
2455,ผู้จัดรายการโทรทัศน์
2455,ผู้ควบคุมรายการโทรทัศน์
2455,ผู้กำกับรายการโทรทัศน์
2455,เจ้าหน้าที่สถานที่รายการละครโทรทัศน์
2455,"เจ้าหน้าที่จัดผังรายการวิทยุกระจายเสียง , เจ้าหน้าที่ฝ่ายรายการ"
2455,เจ้าหน้าที่ข้อมูลรายการโทรทัศน์
2455,เจ้าหน้าที่ข้อมูลรายการภาพยนตร์
2455,ผู้ประสานงานรายการและงานข่าว
2455,ผู้กำกับศิลปกรรม (โทรทัศน์และภาพยนตร์)
2455,เจ้าหน้าที่งานฉากและศิลปกรรมรายการละครโทรทัศน์
2455,ผู้กำกับเวที (โทรทัศน์)
2455,ผู้กำกับเวที (ละครเวที)
2455,ผู้กำกับศิลป์ (งานโฆษณา)
2455,เจ้าหน้าที่สร้างสรรค์รายการโทรทัศน์
2455,นักสร้างสรรค์รายการวิทยุกระจายเสียง
2455,ผู้ควบคุมความต่อเนื่อง (ภาพยนตร์)
2455,เจ้าหน้าที่ธุรกิจและผู้ช่วยธุรกิจกองถ่ายรายการละครโทรทัศน์
2455,ผู้ควบคุมดูแลเสื้อผ้าและเครื่องแต่งกาย
2455,นักแสดง ผู้กำกับการแสดงและผู้ประกอบอาชีพที่เกี่ยวข้องอื่นๆ
2460,ผู้ประกอบวิชาชีพด้านศาสนา
2460,นักบวชและผู้ปฏิบัติงานที่เกี่ยวข้อง
2460,พระสงฆ์
2460,นักบวช (ผู้ที่ได้บวชตามพิธีกรรมทางศาสนา ; ผู้บวชตามพิธีกรรมอื่น ๆ)
2460,ศาสนาจารย์ (ผู้ที่ได้รับการแต่งตั้งให้ทำหน้าที่เผยแพร่ศาสนาคริสต์--โปรแตสแตนท์)
2460,ศิษยาภิบาล (ผู้ที่ได้รับการแต่งตั้งให้ทำหน้าที่เกี่ยวกับศาสนาพิธีของศาสนาคริสต์ในคริสตจักรท้องถิ่นโปรแตสแตนท์)
2460,ผู้ประกาศศาสนา ; มิซซัง ; มิชชันนารี
2460,นักบวชและผู้ปฏิบัติงานที่เกี่ยวข้องกันอื่น ๆ
3000,ช่างเทคนิคและผู้ปฏิบัติงานที่เกี่ยวข้อง
3100,ผู้ปฏิบัติงานเทคนิคที่เกี่ยวข้องกับวิทยาศาสตร์กายภาพและวิศวกรรมศาสตร์
3110,ช่างเทคนิคด้านวิทยาศาสตร์กายภาพและวิศวกรรมศาสตร์
3111,ช่างเทคนิคด้านวิทยาศาสตร์กายภาพและเคมี
3111,"เจ้าหน้าที่เทคนิคเคมี , ช่างเทคนิค (อินทรีย์เคมี , ยาง , พลาสติก, โพลิเมอร์, สี , กระดาษ , นํ้ามัน , เส้นใย , อาหารและเครื่องดื่ม)"
3111,เจ้าหน้าที่เทคนิคฟิสิกส์
3111,เจ้าหน้าที่เทคนิคนิวเคลียร์
3111,"เจ้าหน้าที่เทคนิคอุตุนิยมวิทยา (Meteorological technician) ,"
3111,เจ้าหน้าที่เทคนิคธรณีวิทยา
3111,เจ้าหน้าที่เทคนิควิทยาศาสตร์กายภาพและเคมีอื่น ๆ (Other physical science
3112,ช่างเทคนิควิศวกรรมโยธา
3112,ช่างเทคนิควิศวกรรมโยธา
3112,ช่างเทคนิควิศวกรรมโยธา (ก่อสร้าง)
3112,ช่างเทคนิควิศวกรรมโยธาอื่น ๆ
3113,ช่างเทคนิควิศวกรรมไฟฟ้า
3113,ช่างเทคนิควิศวกรรมไฟฟ้า
3113,ช่างเทคนิควิศวกรรมไฟฟ้ากำลัง
3113,ช่างเทคนิควิศวกรรมไฟฟ้าเครื่องมือวัดและควบคุม
3113,ช่างเทคนิควิศวกรรมไฟฟ้าอื่นๆ
3114,ช่างเทคนิควิศวกรรมอิเล็กทรอนิกส์และโทรคมนาคม
3114,ช่างเทคนิควิศวกรรมอิเล็กทรอนิกส์
3114,ช่างเทคนิควิศวกรรมโทรคมนาคม
3114,ช่างเทคนิควิศวกรรมคอมพิวเตอร์
3114,ช่างเทคนิควิศวกรรมอิเล็กทรอนิกส์และโทรคมนาคมอื่นๆ
3115,ช่างเทคนิควิศวกรรมเครื่องกล
3115,ช่างเทคนิควิศวกรรมเครื่องกลทั่วไป
3115,ช่างเทคนิควิศวกรรมเครื่องยนต์ เครื่องจักรและอุปกรณ์
3115,ช่างเทคนิควิศวกรรมการต่อเรือ
3115,ช่างเทคนิควิศวกรรมพลังงานนิวเคลียร์
3115,ช่างเทคนิควิศวกรรมอากาศยาน
3115,ช่างเทคนิคแมคคาทรอนิกส์
3115,ช่างเทคนิคการหล่อ
3115,ช่างเทคนิควิศวกรรมระบบปรับอากาศ
3115,ช่างเทคนิควิศวกรรมระบบทำความเย็น
3115,ช่างเทคนิควิศวกรรมเครื่องกลอื่น ๆ
3116,ช่างเทคนิควิศวกรรมเคมี
3116,ช่างเทคนิควิศวกรรมเคมีทั่วไป
3116,ช่างเทคนิควิศวกรรมเคมี (ปิโตรเลียมและก๊าซ)
3116,ช่างเทคนิควิศวกรรมเคมีอื่นๆ
3117,ช่างเทคนิควิศวกรรมเหมืองแร่และโลหวิทยา
3117,ช่างเทคนิควิศวกรรมเหมืองแร่ทั่วไป
3117,ช่างเทคนิควิศวกรรมปิโตรเลียมและแก๊สธรรมชาติ
3117,ช่างเทคนิควิศวกรรมโลหะ
3117,ช่างเทคนิคโลหกรรม
3117,ช่างเทคนิควิศวกรรมเหมืองแร่และโลหวิทยาอื่นๆ
3118,ช่างเขียนแบบ
3118,ช่างเขียนแบบทั่วไป
3118,ช่างเขียนแบบสถาปัตยกรรม
3118,ช่างเขียนแบบโครงสร้าง (โยธา)
3118,ช่างเขียนแบบงานเครื่องกล
3118,ช่างเขียนแผนที่
3118,ช่างเขียนแบบงานไฟฟ้า
3118,ช่างเขียนแบบเรือ
3118,ช่างเขียนแบบอื่นๆ
3119,ช่างเทคนิควิทยาศาสตร์กายภาพและวิศวกรรมที่มิได้จัดประเภทไว้ในที่อื่น
3119,ช่างเทคนิควิศวกรรมควบคุมประสิทธิภาพ (อุตสาหกรรมการผลิต)
3119,ช่างเทคนิควิศวกรรมระบบ (ยกเว้นคอมพิวเตอร์)
3119,ช่างเทคนิควิศวกรรมการผลิต
3119,ช่างเทคนิควิศวกรรมความปลอดภัย
3119,ช่างเทคนิคการสำรวจ
3119,ผู้ประมาณการ (งานวิศวกรรม)
3119,ช่างเทคนิควิทยาศาสตร์กายภาพและวิศวกรรมที่มิได้จัดประเภทไว้ในที่อื่น
3120,ผู้ปฏิบัติงานที่เกี่ยวข้องกับคอมพิวเตอร์
3121,ผู้ช่วยงานด้านคอมพิวเตอร์
3121,ผู้ช่วยงานด้านคอมพิวเตอร์
3121,พนักงานขายด้านไอที (ตัวแทนบริการไอที)
3122,ผู้ทำงานด้านอุปกรณ์คอมพิวเตอร์
3122,ช่างเทคนิคระบบคอมพิวเตอร์
3122,ผู้ปฏิบัติงานด้านระบบคอมพิวเตอร์
3123,ช่างเทคนิคควบคุมหุ่นยนต์อุตสาหกรรม
3123,ช่างเทคนิคควบคุมหุ่นยนต์
3130,ผู้ปฏิบัติงานอุปกรณ์ทัศนศาสตร์และอิเล็กทรอนิกส์
3131,ช่างภาพและเจ้าหน้าที่อุปกรณ์บันทึกภาพและเสียง
3131,ช่างถ่ายภาพบุคคล
3131,ช่างภาพโฆษณา
3131,ช่างภาพหนังสือพิมพ์
3131,ช่างภาพสารคดี
3131,ช่างภาพเพื่อการประชาสัมพันธ์
3131,ช่างภาพประจำกล้องโทรทัศน์
3131,ช่างถ่ายภาพยนตร์
3131,ช่างกล้อง
3131,ช่างเทคนิคงานกำกับภาพรายการโทรทัศน์
3131,เจ้าหน้าที่ตัดต่อรายการโทรทัศน์
3131,เจ้าหน้าที่กราฟฟิกรายการโทรทัศน์
3131,ช่างเทคนิคบันทึกภาพ (โทรทัศน์)
3131,ผู้ตัดต่อลำดับภาพยนตร์
3131,"ช่างเทคนิค , ผู้ช่วยกล้อง"
3131,"ช่างเทคนิคงานเสียง , ผู้บันทึกเสียง , เจ้าหน้าที่บันทึกเสียงและทำสำเนาเทปละครโทรทัศน์"
3131,เจ้าหน้าที่เทคนิคและซ่อมบำรุงอุปกรณ์การถ่ายทำละครโทรทัศน์
3131,ช่างภาพและเจ้าหน้าที่อุปกรณ์บันทึกภาพและเสียงอื่น ๆ
3132,เจ้าหน้าที่ควบคุมอุปกรณ์การแพร่ภาพ กระจายเสียงและโทรคมนาคม
3132,พนักงานประจำสถานีวิทยุกระจายเสียง ; ผู้ควบคุมการออกอากาศรายการวิทยุกระจายเสียง
3132,เจ้าหน้าที่เทคนิคประจำสถานีวิทยุกระจายเสียง
3132,ผู้เชี่ยวชาญติดตั้งเครื่องฉายภาพยนตร์และปรับแต่งระบบเสียง
3132,ผู้ฉายภาพยนตร์
3132,พนักงานประจำสถานีโทรทัศน์ ; เจ้าหน้าที่เทคนิคงานแพร่ภาพสถานีโทรทัศน์
3132,ช่างเทคนิคงานไมโครเวฟ
3132,ช่างเทคนิคด้านดาวเทียมและเครื่องส่ง
3132,ผู้ควบคุมสัญญาณ
3132,พนักงานวิทยุประจำเรือ ; พนักงานสื่อสารประจำเรือ
3132,เจ้าหน้าที่อุปกรณ์แพร่ภาพกระจายเสียงและโทรคมนาคมอื่น ๆ
3133,เจ้าหน้าที่ควบคุมอุปกรณ์ทางการแพทย์
3133,เจ้าหน้าที่ควบคุมอุปกรณ์การวัดคลื่นไฟฟ้าหัวใจ
3133,พนักงานเอกซเรย์ ; เจ้าหน้าที่ควบคุมอุปกรณ์เอกซเรย์
3133,เจ้าหน้าที่ควบคุมอุปกรณ์สแกนนิ่ง
3133,เจ้าหน้าที่รังสีการแพทย์
3133,เจ้าหน้าที่ควบคุมอุปกรณ์ทางการแพทย์อื่นๆ
3139,เจ้าหน้าที่อุปกรณ์ด้านทัศนศาสตร์ (ออฟติคัล) และอิเล็กทรอนิกส์ที่มิได้จัดประเภทไว้ในที่อื่น
3139,เจ้าหน้าที่อุปกรณ์ด้านทัศนศาสตร์ (ออฟติคัล) และอิเล็กทรอนิกส์ที่มิได้จัดประเภทไว้ในที่อื่น
3140,ผู้ควบคุมและช่างเทคนิคประจำเรือและอากาศยาน
3141,ช่างเทคนิคหรือช่างเครื่องประจำเรือ
3141,นายช่างใหญ่ทางวิศวกรรม (เรือ) ; ผู้ควบคุมงานฝ่ายช่าง
3141,ต้นกล
3141,รองต้นกล
3141,นายช่างกล
3141,นายช่างประจำเรือฝ่ายช่างกล
3141,ช่างเทคนิคหรือช่างเครื่องประจำเรืออื่นๆ
3142,เจ้าหน้าที่ประจำห้องบังคับการเรือและผู้นำร่อง
3142,ผู้บังคับการเรือ/นายเรือเดินทะเล
3142,นายเรือ / ผู้ควบคุมเรือ
3142,ต้นเรือ
3142,"นายประจำเรือฝ่ายเดินเรือ / ต้นหน , ผู้ช่วยต้นเรือ"
3142,ผู้นำร่อง / เจ้าพนักงานนำร่อง
3142,ไต๋ก๋ง (เรือประมง)
3142,"ช่างยนต์ , อินจิเนียร์ (เรือประมง) ; ช่างไฟประจำเรือ"
3142,"ช่างนํ้ามัน , ลูกมืออินจิเนียร์ ; พนักงานห้องเครื่องเรือ"
3142,เจ้าหน้าที่ประจำห้องบังคับการเรือและผู้นำร่องอื่นๆ
3143,นักบินและวิชาชีพที่เกี่ยวข้องกับการบิน (Aircraft Pilots and Related Associate
3143,นักบิน
3143,นักบินเฉพาะงาน
3143,ต้นหนประจำอากาศยาน
3143,นายช่างประจำอากาศยาน
3144,ผู้ควบคุมการจราจรทางอากาศ
3144,ผู้ควบคุมจราจรทางอากาศ
3145,ช่างเทคนิคความปลอดภัยด้านการจราจรทางอากาศ
3145,ช่างเทคนิคความปลอดภัยด้านการจราจรทางอากาศ
3150,ผู้ตรวจสอบด้านคุณภาพและความปลอดภัย
3151,ผู้ตรวจสอบอาคารสิ่งก่อสร้างและอัคคีภัย
3151,ผู้ตรวจสอบอาคารสิ่งก่อสร้าง
3151,ผู้ตรวจสอบอัคคีภัย
3152,ผู้ตรวจด้านความปลอดภัย สุขภาพและคุณภาพผลิตภัณฑ์
3152,ผู้ตรวจสอบด้านความปลอดภัยและสุขอนามัย (ด้านมลภาวะสิ่งแวดล้อม)
3152,เจ้าหน้าที่ความปลอดภัยในการทำงาน
3152,เจ้าหน้าที่ตรวจสภาพอากาศยาน
3152,นายตรวจอากาศยาน ; สารวัตรช่าง ; นายตรวจ
3152,ผู้ตรวจสอบคุณภาพของผลิตภัณฑ์สินค้า (ไฟฟ้า อิเล็กทรอนิกส์)
3152,ผู้ตรวจสอบคุณภาพผลิตภัณฑ์สินค้า (เส้นใย เสื้อผ้า และผลิตภัณฑ์อื่น ๆ)
3152,พนักงานตรวจสอบเส้นใยสิ่งทอสิ่งถัก
3152,พนักงานตรวจผืนผ้า
3152,ผู้ตรวจสอบคุณภาพผลิตภัณฑ์ไม้
3152,ผู้ควบคุมคุณภาพวัตถุดิบและผลิตภัณฑ์อาหาร
3152,ผู้ตรวจสอบคุณภาพ (ด้านบริการ)
3152,ผู้ตรวจสอบด้านความปลอดภัย สุขภาพ และคุณภาพผลิตภัณฑ์อื่น ๆ
3200,ผู้ปฏิบัติงานด้านเทคนิคที่เกี่ยวข้องกับวิทยาศาสตร์เกี่ยวกับสิ่งมีชีวิต และสุขอนามัย
3210,เจ้าหน้าที่เทคนิคด้านวิทยาศาสตร์เกี่ยวกับสิ่งมีชีวิตและอาชีพที่เกี่ยวข้องอื่น ๆ
3211,เจ้าหน้าที่เทคนิคด้านวิทยาศาสตร์ชีวภาพ
3211,เจ้าหน้าที่เทคนิคด้านชีววิทยา
3211,เจ้าหน้าที่เทคนิคด้านวิทยาศาสตร์ชีวภาพอื่นๆ
3212,เจ้าหน้าที่เทคนิคด้านการเกษตรกรรมและการป่าไม้
3212,เจ้าหน้าที่เทคนิคด้านการเกษตรกรรม
3212,เจ้าหน้าที่เทคนิคด้านป่าไม้
3213,ที่ปรึกษาด้านเกษตรกรรมและการป่าไม้
3213,ที่ปรึกษาและผู้ชำนาญการด้านเกษตรกรรม
3213,ที่ปรึกษาและผู้ชำนาญการด้านการป่าไม้
3220,ผู้ประกอบอาชีพที่เกี่ยวข้องกับสุขภาพแผนปัจจุบัน (ยกเว้นการพยาบาล)
3221,ผู้ช่วยด้านการแพทย์
3221,เจ้าหน้าที่สาธารณสุข
3222,ผู้เชี่ยวชาญด้านสุขอนามัย
3222,นักอาชีวอนามัย
3222,ผู้เชี่ยวชาญด้านสุขอนามัย ; นักสุขอนามัย ; นักสุขาภิบาล
3222,"นักสาธารณสุข, ผู้เชี่ยวชาญด้านสาธารณสุข"
3222,นักสุขศึกษา
3222,ผู้เชี่ยวชาญด้านสุขอนามัยอื่น ๆ
3223,ผู้เชี่ยวชาญด้านโภชนาและนักโภชนาการ
3223,นักโภชนาการ ; ผู้เชี่ยวชาญด้านโภชนาการ
3223,นักกำหนดอาหาร
3223,ผู้เชี่ยวชาญด้านโภชนาการ และนักโภชนาการอื่น ๆ
3224,ผู้วัดสายตาประกอบแว่น และช่างทำแว่น
3224,ช่างตัดและประกอบแว่นตา
3224,ช่างทำแว่น
3224,ผู้วัดสายตาประกอบแว่นและช่างทำแว่นอื่น ๆ
3225,ผู้ช่วยด้านทันตกรรม
3225,ผู้ช่วยทันตแพทย์
3225,ผู้เชี่ยวชาญด้านสุขภาพ (ฟัน) ; ทันตนามัย ; นักอนามัยเกี่ยวกับฟัน
3225,ผู้ช่วยด้านทันตกรรมอื่น ๆ
3226,นักกายภาพบำบัดและผู้ประกอบวิชาชีพที่เกี่ยวข้อง
3226,นักกายภาพบำบัด
3226,นักกายภาพบำบัดอื่น ๆ
3227,ผู้ช่วยสัตวแพทย์
3227,เจ้าหน้าที่ผสมเทียม
3227,นักเทคนิคการสัตวแพทย์
3227,นักเทคนิคสัตวแพทย์
3228,ผู้ช่วยด้านเภสัชกรรม
3228,ผู้ช่วยเภสัชกรรม
3229,ผู้ประกอบอาชีพที่เกี่ยวข้องกับสุขอนามัยแผนปัจจุบัน (ยกเว้นการพยาบาล) ที่มิได้จัดประเภทไว้ในที่อื่น
3229,นักอาชีวบำบัด
3229,นักกิจกรรมบำบัด
3229,ผู้เชี่ยวชาญด้านการแก้ไขข้อบกพร่องในการพูดและออกเสียง
3229,ผู้ประกอบอาชีพที่เกี่ยวข้องกับสุขอนามัยแผนปัจจุบัน (ยกเว้นการพยาบาล)
3230,ผู้ประกอบวิชาชีพที่เกี่ยวกับการพยาบาลและผดุงครรภ์
3231,ผู้ประกอบอาชีพที่เกี่ยวข้องกับการพยาบาล
3231,ผู้ช่วยพยาบาล
3231,ผู้ช่วยพยาบาลอื่น ๆ
3232,ผู้ประกอบอาชีพที่เกี่ยวข้องกับการผดุงครรภ์
3232,ผู้ช่วยผดุงครรภ์
3232,ผู้ช่วยผดุงครรภ์อื่น ๆ
3240,ผู้รักษาโรคด้วยการแพทย์แผนโบราณและผู้รักษาโรคด้วยความศรัทธา
3241,ผู้ประกอบอาชีพแพทย์แผนโบราณ
3241,แพทย์แผนโบราณ
3241,หมอแผนโบราณ
3241,หมอนวดแผนโบราณ
3241,ผู้ประกอบอาชีพแพทย์แผนโบราณอื่น ๆ
3242,ผู้รักษาโรคโดยอาศัยความศรัทธา
3242,ผู้รักษาโรคโดยใช้พลังจิต (ความศรัทธา)
3242,ผู้รักษาโรคโดยอาศัยความศรัทธาอื่น ๆ
3300,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอน
3310,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอนในระดับประถมศึกษา
3310,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอนในระดับชั้นประถมศึกษา
3310,ผู้สอนในระดับประถมศึกษา (ประกาศนียบัตร)
3320,ผู้ปฏิบัติงานที่เกี่ยวกับการสอนในระดับก่อนประถมศึกษา (อนุบาล)
3320,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอนในระดับก่อนประถมศึกษา (ชั้นอนุบาล)
3320,ครูผู้ช่วย (อนุบาล)
3330,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอนการศึกษาพิเศษ
3330,ครูผู้ช่วยการศึกษาพิเศษ
3330,ครูผู้ช่วยการศึกษาพิเศษ
3340,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอนในด้านอื่นๆ
3340,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอนในด้านอื่น ๆ
3340,ครูการบิน
3340,ครูสอนขับรถยนต์
3340,ครูสอนขับเรือ
3340,ผู้ปฏิบัติงานที่เกี่ยวข้องกับการสอนในด้านอื่นๆ
3400,ผู้ปฏิบัติงานเทคนิคที่เกี่ยวข้องอื่น ๆ
3410,ผู้ปฏิบัติงานที่เกี่ยวข้องกับงานด้านการเงินและการขาย
3411,นายหน้าค้าหลักทรัพย์และการเงิน
3411,เจ้าหน้าที่การตลาด
3411,เจ้าหน้าที่ปฏิบัติการซื้อขายหลักทรัพย์
3411,ผู้ให้คำแนะนำการลงทุน
3411,ที่ปรึกษาการลงทุน
3411,ที่ปรึกษาการเงิน
3412,ตัวแทนขายประกันภัย
3412,ตัวแทนประกันภัย ; นายหน้าประกันภัย
3412,ผู้รับประกันภัย
3413,ตัวแทนการค้าอสังหาริมทรัพย์
3413,นายหน้าซื้อขายอสังหาริมทรัพย์ ; ตัวแทนซื้อขายอสังหาริมทรัพย์
3414,ผู้ให้คำปรึกษาด้านการท่องเที่ยวและผู้จัดนำเที่ยว
3414,ผู้จัดเตรียมการท่องเที่ยว ; ผู้จัดนำเที่ยว
3414,ผู้ให้คำปรึกษา / แนะนำการท่องเที่ยว
3415,ตัวแทนฝ่ายขายด้านเทคนิคและการค้า
3415,ตัวแทนขายผลิตภัณฑ์
3415,พนักงานบริการลูกค้า
3415,พนักงานขายด้านเทคนิค
3415,ผู้ให้คำแนะนำและบริการหลังการขาย
3415,พนักงานเดินตลาด
3416,ผู้จัดซื้อ ; พนักงานจัดซื้อ
3416,ผู้ซื้อ ; ผู้จัดซื้อ
3416,ตัวแทนจัดซื้อ
3417,ผู้ประเมินค่าและผู้ขายทอดตลาด
3417,"พนักงานประเมินราคา, พนักงานตีราคา"
3417,พนักงานขายทอดตลาด
3417,พนักงานตรวจสอบอุบัติเหตุ
3417,ผู้เจรจาตกลงความเสียหาย
3417,ผู้เจรจาตกลงค่าสินไหมทดแทน
3419,ผู้ปฏิบัติงานที่เกี่ยวข้องกับงานด้านการเงินและการขายที่มิได้จัดประเภทไว้ในที่อื่น
3419,ผู้ปฏิบัติงานที่เกี่ยวข้องกับงานด้านการเงินและการขายที่มิได้จัดประเภทไว้ในที่อื่น
3420,ตัวแทนบริการทางธุรกิจและนายหน้าทางการค้า
3421,นายหน้าทางการค้า
3421,นายหน้าการค้าวัตถุดิบพื้นฐาน
3421,นายหน้าจัดหาสินค้า
3421,นายหน้าจัดหาเรือ หรือระวางเรือ
3422,ตัวแทนพิธีการศุลกากรและตัวแทนผู้รับจัดการขนส่งระหว่างประเทศ
3422,ตัวแทนดำเนินพิธีการศุลกากร ; ตัวแทนออกของ / สินค้า
3422,ตัวแทนผู้รับจัดการขนส่งระหว่างประเทศ
3422,ตัวแทนสายเดินเรือ
3423,ตัวแทนจัดหางาน
3423,นายหน้าจัดหางาน
